Id Employee,Age,Attrition,Daily Rate,Distance From Home,Education,Employee Number,Environment Satisfaction,Gender,Hourly Rate,Job Involvement,Job Level,Job Role,Job Satisfaction,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Training Times Last Year,Work Life Balance,Years At Company,Years Since Last Promotion,Years With Currmanager,Date Birth,Remote Work,Business Travel,Education Field,Marital Status,Over Time,Monthly Income,Total Working Years
1241,55.0,No,836.0,8.0,3,"84,0",4,Female,66.0,3,4,Manager,3,19730,2,14,"3,0",3,3,2,"3,0",5,0,2,1968,Yes,Travel Rarely,Unknown,Divorced,Yes,6477.69,21.0
1242,45.0,No,1339.0,7.0,3,Unknown,2,Male,59.0,3,3,Research scientist,1,18787,2,17,"3,0",3,1,2,"3,0",1,0,0,1978,Yes,Unknown,Life sciences,Unknown,No,9724.0,11.0
1243,36.0,Yes,318.0,9.0,3,Unknown,4,Male,66.0,2,1,Research scientist,3,21777,0,17,"3,0",1,1,0,"2,0",1,0,0,1987,Yes,Unknown,Medical,Unknown,Unknown,3388.0,11.0
1244,36.0,No,132.0,6.0,3,"97,0",2,Female,55.0,4,1,Laboratory technician,4,22002,3,12,"3,0",2,0,3,"3,0",1,0,0,1987,Yes,Travel Rarely,Life sciences,Unknown,No,3038.0,11.0
1245,45.0,No,193.0,6.0,4,Unknown,4,Male,52.0,3,3,Research director,1,15067,4,14,"3,0",2,0,3,"4,0",0,0,0,1978,No,Travel Rarely,Other,Unknown,Yes,6477.69,11.0
1246,55.0,No,111.0,1.0,2,"106,0",1,Male,70.0,3,3,Sales executive,4,18092,3,14,"3,0",4,1,4,"3,0",1,1,0,1968,Yes,Unknown,Unknown,Married,Unknown,6477.69,11.0
1247,23.0,No,541.0,2.0,1,"113,0",3,Male,62.0,3,1,Sales representative,1,9518,3,13,"3,0",3,1,3,"3,0",0,0,0,2000,No,Unknown,Technical degree,Divorced,No,2322.0,11.0
1248,32.0,No,827.0,1.0,1,Unknown,4,Male,71.0,3,1,Research scientist,1,15178,1,13,"3,0",4,0,2,"3,0",1,0,0,1991,Yes,Travel Rarely,Life sciences,Single,No,6477.69,11.0
1249,20.0,Yes,871.0,6.0,3,"137,0",4,Female,66.0,2,1,Laboratory technician,4,19783,1,18,"3,0",2,0,5,"3,0",1,1,0,2003,No,Unknown,Life sciences,Single,Yes,2926.0,11.0
1250,37.0,No,1040.0,2.0,2,"139,0",3,Male,100.0,2,2,Healthcare representative,4,15850,5,14,"3,0",4,1,2,"4,0",1,0,0,1986,No,Unknown,Life sciences,Divorced,No,6477.69,17.0
1251,22.0,No,798.0,15.0,3,"144,0",2,Female,59.0,3,1,Laboratory technician,4,23785,1,15,"3,0",3,0,5,"3,0",0,0,0,2001,No,Unknown,Unknown,Single,No,6477.69,11.0
1252,34.0,No,1031.0,7.0,4,Unknown,24,Female,45.0,2,2,Research scientist,2,15000,6,15,"3,0",3,1,3,"3,0",1,0,0,1989,Yes,Unknown,Life sciences,Unknown,Unknown,4505.0,11.0
1253,36.0,No,922.0,3.0,2,"155,0",1,Female,39.0,3,1,Laboratory technician,4,2561,5,22,"4,0",1,1,2,"3,0",1,0,0,1987,No,Unknown,Life sciences,Divorced,Unknown,2835.0,11.0
1254,19.0,Yes,528.0,22.0,1,"167,0",4,Male,66.0,3,1,Sales representative,3,26820,1,19,"3,0",4,0,2,"2,0",0,0,0,2004,Yes,Travel Rarely,Marketing,Single,Yes,6477.69,0.0
1255,41.0,No,798.0,9.0,4,"200,0",3,Male,94.0,3,1,Laboratory technician,1,6961,2,21,"4,0",4,1,2,"3,0",5,1,4,1982,Yes,Unknown,Life sciences,Unknown,Unknown,6477.69,7.0
1256,19.0,No,798.0,7.0,1,"201,0",2,Female,79.0,3,1,Laboratory technician,2,16102,1,14,"3,0",4,0,3,"3,0",1,0,0,2004,No,Unknown,Unknown,Single,No,6477.69,1.0
1257,51.0,No,1169.0,7.0,4,"211,0",2,Male,34.0,2,2,Manufacturing director,3,13983,2,17,"3,0",3,0,2,"3,0",1,0,0,1972,Yes,Unknown,Unknown,Married,No,6477.69,10.0
1258,58.0,No,1145.0,9.0,3,"214,0",2,Female,75.0,2,1,Research scientist,2,11873,4,20,"4,0",2,1,3,"2,0",1,0,0,1965,No,Unknown,Unknown,Married,Yes,6477.69,9.0
1259,19.0,Yes,602.0,1.0,1,Unknown,3,Female,100.0,1,1,Sales representative,1,20989,0,21,"4,0",1,0,5,"3,0",0,0,0,2004,Yes,Travel Frequently,Unknown,Unknown,No,6477.69,1.0
1260,19.0,Yes,303.0,2.0,3,"243,0",2,Male,66.0,2,1,Laboratory technician,4,9241,1,22,"4,0",3,0,3,"2,0",1,1,0,2004,Yes,Travel Rarely,Life sciences,Single,Unknown,6477.69,1.0
1261,35.0,Yes,556.0,23.0,2,Unknown,2,Male,50.0,2,2,Manufacturing director,3,15497,3,13,"3,0",1,0,1,"3,0",1,0,1,1988,Yes,Travel Rarely,Unknown,Unknown,Yes,6477.69,8.0
1262,38.0,No,1261.0,7.0,4,"271,0",4,Male,66.0,3,2,Manufacturing director,3,7259,9,14,"3,0",2,0,3,"3,0",1,0,0,1985,No,Travel Rarely,Unknown,Unknown,Unknown,6553.0,14.0
1263,38.0,Yes,1180.0,29.0,1,"282,0",2,Male,70.0,3,2,Healthcare representative,1,11354,7,19,"3,0",2,0,2,"3,0",1,0,0,1985,No,Unknown,Medical,Married,Yes,6673.0,17.0
1264,41.0,No,896.0,6.0,3,Unknown,4,Female,75.0,3,3,Manager,4,14674,3,18,"3,0",3,0,3,"3,0",1,0,0,1982,No,Unknown,Life sciences,Single,Yes,13591.0,11.0
1265,59.0,No,142.0,3.0,3,"309,0",3,Male,70.0,2,1,Research scientist,4,8456,3,17,"3,0",1,1,6,"3,0",1,0,0,1964,Yes,Travel Rarely,Life sciences,Married,Unknown,2177.0,7.0
1266,50.0,No,854.0,1.0,4,"323,0",4,Female,68.0,3,5,Manager,4,24118,3,11,"3,0",3,1,3,"2,0",7,0,6,1973,No,Travel Rarely,Medical,Divorced,No,19517.0,11.0
1267,41.0,No,1411.0,19.0,2,"334,0",3,Male,36.0,3,2,Research scientist,1,19877,2,16,"3,0",1,2,2,"2,0",1,0,0,1982,Yes,Travel Rarely,Life sciences,Divorced,Unknown,6477.69,17.0
1268,45.0,No,252.0,1.0,3,Unknown,3,Male,70.0,4,5,Manager,4,15970,0,11,"3,0",3,1,2,"3,0",24,1,7,1978,No,Unknown,Unknown,Unknown,Unknown,19202.0,25.0
1269,37.0,Yes,504.0,10.0,3,"342,0",1,Male,61.0,3,3,Manufacturing director,3,22573,6,11,"3,0",2,2,5,"3,0",1,0,0,1986,Yes,Unknown,Medical,Unknown,No,10048.0,17.0
1270,51.0,No,833.0,7.0,3,Unknown,3,Male,96.0,3,1,Research scientist,4,23231,1,11,"3,0",2,0,0,"2,0",1,0,0,1972,Yes,Unknown,Unknown,Married,No,2723.0,1.0
1271,28.0,Yes,529.0,2.0,4,"364,0",1,Male,79.0,3,1,Laboratory technician,3,14935,2,11,"3,0",3,0,5,"1,0",0,0,0,1995,No,Travel Rarely,Life sciences,Single,Unknown,6477.69,5.0
1272,29.0,No,1210.0,2.0,3,Unknown,1,Male,78.0,2,2,Sales executive,2,3687,2,19,"3,0",2,2,2,"3,0",0,0,0,1994,Yes,Travel Rarely,Medical,Married,No,6644.0,10.0
1273,31.0,No,1463.0,23.0,3,"367,0",2,Male,64.0,2,2,Healthcare representative,4,14408,0,21,"3,0",2,1,2,"3,0",9,7,8,1992,Yes,Travel Rarely,Medical,Unknown,No,6477.69,10.0
1274,38.0,No,322.0,7.0,2,Unknown,1,Female,44.0,4,2,Sales executive,1,19191,1,24,"4,0",3,1,3,"3,0",8,7,7,1985,No,Travel Rarely,Medical,Unknown,Yes,5605.0,8.0
1275,44.0,Yes,920.0,7.0,3,"392,0",12,Male,43.0,3,1,Laboratory technician,3,19920,3,22,"4,0",4,1,0,"1,0",1,0,0,1979,Yes,Travel Frequently,Life sciences,Unknown,Yes,3161.0,19.0
1276,36.0,No,506.0,3.0,3,"397,0",3,Male,30.0,3,2,Research scientist,2,26285,4,12,"3,0",4,0,2,"3,0",8,7,7,1987,Yes,Unknown,Technical degree,Single,Unknown,6477.69,10.0
1277,18.0,Yes,798.0,3.0,3,Unknown,3,Male,54.0,3,1,Laboratory technician,3,25233,1,13,"3,0",3,0,2,"3,0",0,0,0,2005,Yes,Unknown,Unknown,Single,No,1420.0,0.0
1278,36.0,No,566.0,18.0,4,"407,0",3,Male,81.0,4,1,Laboratory technician,4,7122,4,18,"3,0",4,2,2,"3,0",1,0,0,1987,Yes,Unknown,Life sciences,Married,No,6477.69,4.0
1279,18.0,No,812.0,10.0,3,Unknown,4,Female,69.0,2,1,Sales representative,3,9724,1,12,"3,0",1,0,2,"3,0",0,0,0,2005,No,Unknown,Unknown,Unknown,No,1200.0,0.0
1280,39.0,Yes,1162.0,3.0,2,"445,0",4,Female,41.0,3,2,Sales executive,3,17778,4,18,"3,0",1,0,3,"2,0",1,0,0,1984,Yes,Travel Rarely,Unknown,Married,Yes,5238.0,12.0
1281,43.0,No,1001.0,7.0,3,Unknown,15,Female,43.0,3,3,Healthcare representative,1,9262,8,16,"3,0",1,1,1,"2,0",1,0,0,1980,Yes,Travel Rarely,Unknown,Married,No,9985.0,11.0
1282,47.0,No,1309.0,4.0,1,Unknown,2,Male,99.0,3,2,Sales representative,3,25751,3,19,"3,0",1,0,3,"3,0",0,0,0,1976,No,Travel Frequently,Medical,Unknown,No,6477.69,5.0
1283,42.0,No,810.0,23.0,5,"468,0",1,Female,44.0,3,4,Research director,4,15901,2,14,"3,0",2,0,2,"3,0",1,0,0,1981,No,Travel Rarely,Unknown,Single,No,15992.0,16.0
1284,32.0,No,1062.0,2.0,3,"471,0",3,Female,75.0,3,1,Laboratory technician,2,3956,1,13,"3,0",3,1,4,"3,0",8,0,7,1991,Yes,Unknown,Unknown,Married,No,2370.0,8.0
1285,48.0,No,530.0,29.0,1,"473,0",1,Female,91.0,3,3,Manager,3,23978,3,21,"4,0",2,1,3,"1,0",0,0,0,1975,Yes,Travel Rarely,Medical,Married,Unknown,6477.69,15.0
1286,42.0,No,1332.0,2.0,4,"477,0",1,Male,98.0,2,2,Healthcare representative,4,17078,3,23,"4,0",2,0,6,"3,0",1,0,0,1981,No,Travel Rarely,Unknown,Unknown,Unknown,6781.0,11.0
1287,36.0,No,845.0,1.0,5,"479,0",4,Female,45.0,3,2,Sales executive,4,15276,4,15,"3,0",2,0,6,"3,0",1,0,0,1987,Yes,Non Travel,Medical,Unknown,Unknown,6653.0,11.0
1288,33.0,Yes,350.0,5.0,3,"485,0",4,Female,34.0,3,1,Sales representative,3,9150,1,13,"3,0",2,0,2,"3,0",1,0,0,1990,No,Travel Rarely,Marketing,Single,Unknown,2851.0,1.0
1289,46.0,No,1144.0,7.0,4,"487,0",3,Female,30.0,3,2,Manufacturing director,3,16044,2,14,"3,0",3,0,2,"4,0",1,0,0,1977,Yes,Unknown,Medical,Married,Unknown,5258.0,7.0
1290,21.0,Yes,156.0,12.0,3,"494,0",3,Female,90.0,4,1,Sales representative,2,25422,1,15,"3,0",4,0,0,"3,0",1,0,0,2002,No,Travel Rarely,Life sciences,Single,Unknown,6477.69,1.0
1291,30.0,No,202.0,2.0,1,"508,0",3,Male,72.0,3,1,Sales representative,2,17434,1,18,"3,0",1,1,3,"3,0",1,0,0,1993,Yes,Unknown,Technical degree,Unknown,Unknown,2476.0,11.0
1292,30.0,Yes,464.0,4.0,3,"514,0",3,Male,40.0,3,1,Research scientist,4,3427,9,23,"4,0",3,0,4,"3,0",1,0,0,1993,No,Travel Frequently,Unknown,Single,Yes,2285.0,3.0
1293,32.0,No,1305.0,10.0,4,"518,0",3,Male,49.0,3,2,Manufacturing director,2,21123,2,12,"3,0",4,0,2,"2,0",1,0,1,1986,Yes,Travel Rarely,Unknown,Single,Unknown,4197.0,18.0
1294,40.0,No,555.0,2.0,3,Unknown,2,Female,78.0,2,2,Laboratory technician,3,13436,6,22,"4,0",2,1,3,"3,0",1,0,0,1983,Yes,Travel Rarely,Unknown,Married,No,3448.0,11.0
1295,28.0,No,1300.0,17.0,2,Unknown,3,Male,79.0,3,2,Laboratory technician,1,13535,1,12,"3,0",4,1,2,"3,0",10,1,8,1995,No,Travel Rarely,Unknown,Unknown,Unknown,4558.0,10.0
1296,38.0,No,1490.0,2.0,2,"556,0",4,Male,42.0,3,1,Laboratory technician,4,12106,1,23,"4,0",3,1,3,"3,0",1,0,0,1985,No,Travel Frequently,Unknown,Married,Yes,1702.0,11.0
1297,19.0,Yes,489.0,2.0,2,"566,0",1,Male,66.0,2,1,Human resources,4,18437,1,12,"3,0",3,0,3,"4,0",1,0,0,2004,Yes,Unknown,Technical degree,Single,No,2564.0,1.0
1298,57.0,No,210.0,29.0,3,"568,0",1,Male,56.0,2,4,Manager,4,22102,3,12,"3,0",3,1,3,"2,0",1,0,0,1966,Yes,Travel Rarely,Unknown,Divorced,No,6477.69,11.0
1299,47.0,No,983.0,2.0,2,Unknown,1,Female,65.0,3,2,Manufacturing director,4,7389,5,13,"3,0",3,3,2,"3,0",5,0,4,1976,Yes,Travel Rarely,Medical,Unknown,Unknown,5070.0,20.0
1300,54.0,No,548.0,8.0,4,Unknown,3,Female,42.0,3,2,Laboratory technician,3,23428,7,11,"3,0",3,0,3,"3,0",1,0,0,1969,No,Travel Rarely,Life sciences,Single,Unknown,3780.0,11.0
1301,31.0,Yes,534.0,7.0,3,Unknown,42,Male,66.0,3,3,Healthcare representative,3,22908,3,12,"3,0",1,0,2,"3,0",1,0,0,1992,Yes,Travel Frequently,Unknown,Unknown,No,9824.0,12.0
1302,18.0,Yes,1306.0,5.0,3,"614,0",2,Male,69.0,3,1,Sales representative,2,8059,1,14,"3,0",4,0,3,"3,0",0,0,0,2005,No,Travel Frequently,Marketing,Unknown,Yes,1878.0,11.0
1303,40.0,No,1094.0,28.0,3,"615,0",3,Male,58.0,1,3,Sales executive,1,11373,3,15,"3,0",3,1,2,"3,0",1,0,1,1983,Yes,Unknown,Other,Unknown,No,6477.69,20.0
1304,26.0,No,775.0,29.0,2,Unknown,1,Male,45.0,3,2,Sales executive,3,4267,5,12,"3,0",1,2,5,"3,0",0,0,0,1997,Yes,Unknown,Unknown,Unknown,Unknown,6477.69,8.0
1305,26.0,Yes,471.0,7.0,3,"622,0",3,Male,66.0,1,1,Laboratory technician,4,23213,1,18,"3,0",2,0,3,"1,0",1,0,0,1997,Yes,Travel Rarely,Unknown,Single,Yes,2340.0,1.0
1306,38.0,No,1495.0,10.0,3,Unknown,3,Female,76.0,3,2,Healthcare representative,3,22174,3,19,"3,0",3,1,4,"3,0",1,0,0,1985,Yes,Unknown,Unknown,Unknown,No,6477.69,18.0
1307,24.0,No,823.0,17.0,2,"643,0",4,Male,94.0,2,1,Laboratory technician,2,9100,1,21,"4,0",4,1,2,"3,0",1,0,0,1999,Yes,Unknown,Other,Married,No,2127.0,1.0
1308,30.0,Yes,448.0,12.0,4,"648,0",2,Male,74.0,2,1,Sales representative,1,14470,1,18,"3,0",3,1,2,"4,0",1,0,0,1993,Yes,Travel Frequently,Unknown,Married,No,2033.0,1.0
1309,37.0,No,558.0,2.0,3,"656,0",4,Male,75.0,3,2,Sales executive,3,3010,4,11,"3,0",3,1,3,"2,0",3,1,0,1986,No,Travel Rarely,Marketing,Married,Unknown,9602.0,11.0
1310,20.0,No,959.0,1.0,3,"657,0",4,Female,83.0,2,1,Research scientist,2,11757,1,13,"3,0",4,0,0,"4,0",1,0,0,2003,Yes,Travel Rarely,Life sciences,Unknown,No,6477.69,1.0
1311,43.0,No,782.0,7.0,4,"661,0",2,Male,50.0,2,4,Research director,4,2671,4,14,"3,0",3,1,3,"3,0",1,0,0,1980,No,Unknown,Other,Divorced,Unknown,16627.0,21.0
1312,38.0,No,362.0,7.0,1,"662,0",3,Female,66.0,3,1,Research scientist,1,14561,3,17,"3,0",4,0,3,"2,0",0,0,0,1985,Yes,Unknown,Life sciences,Unknown,No,6477.69,8.0
1313,33.0,No,1216.0,8.0,4,Unknown,3,Male,39.0,3,2,Sales executive,3,20431,0,12,"3,0",4,0,3,"3,0",5,1,2,1990,No,Unknown,Marketing,Divorced,Unknown,6477.69,6.0
1314,30.0,No,160.0,3.0,3,Unknown,3,Female,71.0,3,1,Research scientist,3,22653,1,20,"4,0",3,1,2,"3,0",1,0,0,1993,No,Unknown,Unknown,Unknown,No,2083.0,1.0
1315,29.0,No,798.0,7.0,2,"690,0",2,Female,62.0,3,2,Sales executive,3,3487,1,14,"3,0",1,1,5,"2,0",6,1,2,1994,No,Unknown,Medical,Unknown,No,6477.69,11.0
1316,20.0,Yes,1362.0,10.0,1,"701,0",4,Male,32.0,3,1,Research scientist,3,26999,1,11,"3,0",4,0,5,"3,0",1,1,1,2003,Yes,Unknown,Medical,Single,Unknown,1009.0,11.0
1317,35.0,No,727.0,7.0,3,"704,0",20,Male,41.0,2,1,Laboratory technician,3,16900,1,18,"3,0",3,2,3,"3,0",1,0,0,1988,No,Non Travel,Unknown,Married,No,6477.69,1.0
1318,37.0,No,1225.0,10.0,2,"715,0",4,Male,80.0,4,1,Research scientist,4,15232,3,17,"3,0",1,0,2,"3,0",1,0,0,1986,Yes,Unknown,Life sciences,Single,No,6477.69,11.0
1319,38.0,No,168.0,1.0,3,"743,0",3,Female,81.0,3,3,Manufacturing director,3,15397,4,14,"3,0",4,0,4,"3,0",1,0,0,1985,Yes,Unknown,Unknown,Single,Yes,7861.0,10.0
1320,29.0,No,1396.0,10.0,3,"749,0",3,Male,66.0,3,1,Sales representative,3,2755,1,11,"3,0",3,0,6,"3,0",1,0,0,1994,No,Unknown,Unknown,Single,No,2642.0,1.0
1321,35.0,No,1225.0,2.0,4,Unknown,4,Female,61.0,3,2,Healthcare representative,1,4761,2,11,"3,0",1,1,2,"4,0",1,0,0,1988,Yes,Unknown,Unknown,Divorced,No,6477.69,16.0
1322,38.0,No,268.0,2.0,5,"773,0",4,Male,92.0,3,1,Research scientist,3,20471,6,13,"3,0",2,1,0,"1,0",1,0,1,1985,Yes,Travel Rarely,Medical,Married,Yes,6477.69,11.0
1323,34.0,No,167.0,8.0,5,"775,0",2,Female,32.0,3,2,Manufacturing director,1,4187,3,14,"3,0",3,1,3,"3,0",0,0,0,1989,Yes,Travel Rarely,Life sciences,Unknown,No,5121.0,11.0
1324,23.0,Yes,1243.0,6.0,3,"811,0",3,Male,66.0,4,1,Laboratory technician,1,3445,1,21,"4,0",3,2,2,"3,0",0,0,0,2000,No,Unknown,Life sciences,Unknown,Yes,6477.69,1.0
1325,24.0,No,1092.0,9.0,3,"812,0",3,Male,60.0,2,1,Laboratory technician,2,26551,1,11,"3,0",3,3,4,"3,0",1,0,0,1999,No,Unknown,Life sciences,Divorced,No,2694.0,11.0
1326,29.0,Yes,805.0,1.0,2,"816,0",2,Female,36.0,2,1,Laboratory technician,1,6689,1,11,"3,0",4,1,1,"3,0",1,0,0,1994,Yes,Travel Rarely,Life sciences,Married,Unknown,6477.69,1.0
1327,40.0,No,720.0,16.0,4,"832,0",1,Male,51.0,2,2,Laboratory technician,3,11983,6,14,"3,0",4,0,6,"3,0",1,0,0,1983,Yes,Travel Frequently,Medical,Unknown,No,5094.0,10.0
1328,30.0,No,798.0,2.0,3,"833,0",3,Female,52.0,2,2,Manufacturing director,4,20234,5,24,"4,0",2,0,4,"2,0",0,0,0,1993,Yes,Travel Rarely,Unknown,Single,Unknown,6477.69,12.0
1329,45.0,No,252.0,2.0,3,"834,0",2,Female,95.0,2,1,Research scientist,3,6153,1,14,"3,0",4,0,3,"3,0",1,0,0,1978,Yes,Unknown,Unknown,Unknown,No,2274.0,1.0
1330,27.0,No,443.0,3.0,3,Unknown,4,Male,50.0,3,1,Research scientist,4,16571,1,11,"3,0",3,3,6,"2,0",0,0,0,1996,Yes,Unknown,Medical,Married,Unknown,6477.69,0.0
1331,37.0,No,342.0,16.0,4,Unknown,4,Male,66.0,2,2,Sales executive,3,24558,4,19,"3,0",4,2,2,"3,0",1,0,0,1986,Yes,Unknown,Marketing,Unknown,Unknown,6477.69,9.0
1332,32.0,No,300.0,1.0,3,Unknown,4,Male,61.0,3,1,Laboratory technician,4,9148,0,12,"3,0",2,1,2,"3,0",3,0,2,1991,Yes,Unknown,Life sciences,Divorced,No,2314.0,4.0
1333,53.0,No,868.0,8.0,3,"897,0",1,Male,73.0,3,4,Sales executive,4,22789,5,14,"3,0",3,1,3,"3,0",2,2,2,1970,Yes,Travel Rarely,Marketing,Married,Unknown,6477.69,28.0
1334,37.0,No,1252.0,7.0,2,"904,0",19,Male,32.0,3,3,Sales executive,2,4814,1,13,"3,0",4,0,2,"3,0",10,0,9,1986,No,Unknown,Unknown,Single,Yes,6477.69,11.0
1335,32.0,Yes,374.0,25.0,4,"911,0",1,Male,87.0,3,1,Laboratory technician,4,18016,1,24,"4,0",3,0,2,"1,0",1,0,1,1991,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,1.0
1336,58.0,Yes,781.0,2.0,1,"918,0",4,Male,57.0,2,1,Laboratory technician,4,13384,9,14,"3,0",4,1,3,"2,0",1,0,0,1965,Yes,Travel Frequently,Unknown,Divorced,Unknown,2380.0,3.0
1337,43.0,No,177.0,8.0,3,Unknown,1,Female,55.0,3,2,Manufacturing director,2,23814,4,21,"4,0",3,1,2,"4,0",1,0,0,1980,No,Travel Rarely,Unknown,Divorced,No,6477.69,4.0
1338,21.0,Yes,1427.0,18.0,1,"923,0",4,Female,65.0,3,1,Research scientist,4,8870,1,19,"3,0",1,0,3,"2,0",1,0,0,2002,No,Travel Rarely,Other,Single,No,6477.69,11.0
1339,34.0,No,546.0,7.0,3,"934,0",48,Male,83.0,3,1,Laboratory technician,2,6896,1,14,"3,0",2,2,3,"3,0",1,1,0,1989,Yes,Unknown,Life sciences,Unknown,No,2008.0,1.0
1340,58.0,No,1272.0,5.0,3,"940,0",3,Female,37.0,2,3,Healthcare representative,2,9255,2,13,"3,0",4,1,3,"3,0",6,0,4,1965,No,Unknown,Unknown,Divorced,Unknown,10552.0,24.0
1341,48.0,No,798.0,20.0,4,"945,0",4,Male,51.0,3,1,Research scientist,3,5543,4,17,"3,0",1,2,2,"2,0",0,0,0,1975,No,Unknown,Medical,Married,Unknown,2259.0,13.0
1342,32.0,No,1184.0,1.0,3,"951,0",3,Female,70.0,2,1,Laboratory technician,2,3974,6,20,"3,0",3,0,3,"3,0",3,0,2,1991,Yes,Non Travel,Life sciences,Married,No,6477.69,5.0
1343,25.0,Yes,867.0,19.0,2,"952,0",3,Male,36.0,2,1,Sales representative,2,18798,1,18,"3,0",3,3,2,"3,0",1,0,0,1998,No,Unknown,Marketing,Married,Yes,2413.0,11.0
1344,40.0,No,658.0,10.0,4,"954,0",1,Male,67.0,2,3,Sales executive,2,20652,2,12,"3,0",2,1,2,"2,0",1,0,0,1983,Yes,Unknown,Marketing,Divorced,No,6477.69,11.0
1345,19.0,Yes,419.0,21.0,3,"959,0",4,Male,37.0,2,1,Sales representative,2,9947,1,13,"3,0",2,0,3,"4,0",1,0,0,2004,No,Unknown,Other,Single,Yes,2121.0,1.0
1346,20.0,Yes,129.0,4.0,3,Unknown,1,Male,84.0,3,1,Laboratory technician,1,13008,1,19,"3,0",2,0,2,"3,0",1,0,0,2003,No,Travel Rarely,Technical degree,Single,Unknown,6477.69,1.0
1347,33.0,No,1069.0,1.0,3,Unknown,2,Female,42.0,2,2,Healthcare representative,4,12291,0,14,"3,0",1,0,3,"3,0",5,1,4,1990,Yes,Travel Rarely,Unknown,Unknown,Unknown,6477.69,6.0
1348,58.0,Yes,289.0,2.0,3,Unknown,4,Male,51.0,3,1,Research scientist,3,26227,4,24,"4,0",1,0,4,"3,0",1,0,0,1965,No,Travel Rarely,Unknown,Single,No,2479.0,7.0
1349,40.0,Yes,1479.0,24.0,3,"986,0",2,Female,100.0,4,4,Sales executive,2,17071,4,16,"3,0",4,0,2,"2,0",1,0,0,1983,Yes,Non Travel,Unknown,Single,Unknown,13194.0,22.0
1350,29.0,Yes,906.0,10.0,3,"994,0",4,Female,92.0,2,1,Research scientist,1,11479,6,20,"4,0",3,0,5,"3,0",0,0,0,1994,Yes,Travel Rarely,Unknown,Single,Yes,6477.69,3.0
1351,47.0,No,955.0,7.0,2,"1003,0",4,Female,83.0,3,2,Sales executive,4,8571,1,17,"3,0",3,0,0,"3,0",9,0,7,1976,No,Travel Rarely,Life sciences,Single,Yes,4163.0,9.0
1352,18.0,No,287.0,5.0,2,"1012,0",2,Male,73.0,3,1,Research scientist,4,13493,1,15,"3,0",4,0,2,"3,0",0,0,0,2005,Yes,Unknown,Unknown,Unknown,No,6477.69,11.0
1353,20.0,Yes,1097.0,7.0,3,Unknown,4,Female,98.0,2,1,Research scientist,1,18275,1,15,"3,0",1,0,2,"3,0",1,0,0,2003,No,Unknown,Medical,Unknown,Yes,2600.0,1.0
1354,42.0,No,265.0,5.0,2,"1029,0",4,Male,90.0,3,5,Manager,3,7770,6,13,"3,0",2,0,3,"4,0",1,0,0,1981,Yes,Unknown,Unknown,Unknown,No,18303.0,21.0
1355,50.0,No,804.0,9.0,3,Unknown,1,Male,64.0,3,1,Laboratory technician,4,20165,4,18,"3,0",2,0,5,"3,0",1,0,0,1973,Yes,Travel Rarely,Unknown,Married,No,2380.0,8.0
1356,37.0,Yes,1141.0,11.0,2,"1033,0",1,Female,61.0,1,2,Healthcare representative,2,14382,5,15,"3,0",1,0,2,"1,0",1,0,0,1986,Yes,Travel Rarely,Medical,Unknown,No,4777.0,15.0
1357,38.0,No,798.0,3.0,4,Unknown,2,Male,42.0,3,2,Sales executive,4,4981,8,12,"3,0",3,0,1,"3,0",1,0,0,1985,No,Unknown,Life sciences,Unknown,Yes,6477.69,19.0
1358,36.0,Yes,660.0,15.0,3,"1052,0",1,Male,81.0,3,2,Laboratory technician,3,7858,7,14,"3,0",2,1,3,"2,0",1,0,0,1987,Yes,Unknown,Unknown,Divorced,Unknown,6477.69,9.0
1359,28.0,No,1144.0,10.0,1,"1056,0",4,Male,74.0,3,1,Sales representative,2,23384,1,22,"4,0",2,0,5,"3,0",1,0,0,1995,Yes,Travel Rarely,Medical,Married,No,1052.0,11.0
1360,43.0,No,415.0,25.0,3,"1076,0",3,Male,66.0,2,3,Sales executive,4,5268,5,13,"3,0",3,1,5,"3,0",1,0,0,1980,Yes,Unknown,Unknown,Unknown,No,6477.69,18.0
1361,21.0,Yes,1334.0,10.0,3,"1079,0",3,Female,36.0,2,1,Laboratory technician,1,17258,1,13,"3,0",1,0,6,"2,0",1,1,0,2002,Yes,Travel Rarely,Unknown,Single,No,6477.69,1.0
1362,51.0,Yes,1323.0,4.0,4,"1081,0",1,Male,34.0,3,1,Research scientist,3,10332,9,12,"3,0",3,3,2,"4,0",10,2,7,1972,No,Travel Rarely,Unknown,Married,Unknown,2461.0,18.0
1363,37.0,No,309.0,10.0,4,"1105,0",4,Female,88.0,2,2,Sales executive,4,24223,2,14,"3,0",3,3,5,"3,0",1,0,0,1986,No,Unknown,Unknown,Divorced,Yes,6477.69,8.0
1364,28.0,Yes,1009.0,1.0,3,"1111,0",1,Male,45.0,2,1,Laboratory technician,2,7160,1,15,"3,0",1,2,2,"3,0",1,0,0,1995,No,Unknown,Medical,Divorced,No,2596.0,11.0
1365,50.0,Yes,798.0,1.0,4,"1113,0",4,Male,81.0,3,2,Sales executive,3,17251,3,14,"3,0",4,0,4,"3,0",0,0,0,1973,Yes,Unknown,Unknown,Single,Yes,4728.0,5.0
